order_id;client_id;order_date;KUPON
159995275;0871625242;25.05.2019;
160028749;0633521699;28.05.2019;
160100164;0048420992;29.06.2019;
160233670;0128735729;13.08.2019;11%
160460940;0428629976;09.05.2019;
160675507;0568650861;25.04.2019;16%
160752842;0135527949;27.05.2019;
160912491;0823242944;05.04.2019;
161547448;0011808582;27.08.2019;47%
161622749;0980389730;28.08.2019;31%
161717673;0350510488;05.08.2019;
161777476;0416598995;13.03.2019;20%
161830711;0916140558;15.03.2019;
162061865;0275017354;20.06.2019;
162327520;0122563983;03.04.2019;
163042614;0472406053;15.07.2019;
163577321;0645129561;26.08.2019;
163582950;0098213991;23.07.2019;
163614704;0312190530;04.04.2019;21%
164225254;0687127428;08.03.2019;
164359147;0489831830;18.05.2019;
164390826;0995191674;16.07.2019;19%
164464154;0788628597;19.03.2019;
164481824;0516202269;15.03.2019;
164781996;0415881617;26.08.2019;
164942517;0085233675;02.07.2019;23%
165282486;0107526549;14.03.2019;
165484741;0507859957;05.08.2019;
165667035;0991146268;30.08.2019;
166113163;0506559413;09.05.2019;
166267808;0165396662;25.08.2019;
166365352;0872393477;23.06.2019;12%
166434951;0237357247;11.06.2019;
166542468;0157109013;16.04.2019;
166856907;0625359480;20.07.2019;
166954367;0601561642;25.05.2019;
166960416;0706941242;13.06.2019;21%
167167599;0279132392;20.03.2019;18%
167782342;0575400979;04.07.2019;49%
168003924;0648541599;01.06.2019;
168009928;0566712973;02.05.2019;31%
168015176;0233137951;09.05.2019;
168058207;0710574076;11.04.2019;
168253886;0274274909;17.07.2019;50%
168520452;0931824657;16.04.2019;
168656603;0882813538;22.08.2019;
168791117;0157848063;31.03.2019;
169134399;0359859179;30.08.2019;
169258634;0031429501;06.04.2019;
169609169;0833469733;26.05.2019;
169914327;0338137973;01.05.2019;44%
169949719;0497068106;05.03.2019;22%
169989525;0473136971;10.04.2019;
170126605;0536691866;12.05.2019;
170144731;0916456555;22.04.2019;
170259962;0663062896;26.04.2019;
170282926;0795947571;18.05.2019;
170767640;0208080531;03.06.2019;
171565061;0873544932;30.03.2019;
171609800;0507797627;02.04.2019;
171691654;0174748415;04.04.2019;38%
171830864;0166396451;04.08.2019;
172191495;0320545215;01.08.2019;
172306486;0463591127;24.07.2019;
172414343;0216957685;05.08.2019;
172421241;0534004833;13.05.2019;
172492322;0983187897;18.04.2019;
172768039;0829604129;03.07.2019;
172893242;0242781402;25.03.2019;
172928883;0560138278;23.06.2019;
173091498;0913352840;14.07.2019;
173317693;0173251549;23.08.2019;
173375436;0238590230;27.07.2019;
173635804;0021116117;24.07.2019;
173676587;0802732949;06.05.2019;
173827564;0369682486;26.07.2019;
173957699;0585031358;13.03.2019;
174080217;0948340097;01.06.2019;
174690561;0811579342;02.05.2019;
174777070;0163074473;02.06.2019;
174952338;0815814364;06.06.2019;
174958841;0137540065;21.08.2019;
174976240;0467602996;21.07.2019;18%
175023391;0043733880;18.05.2019;12%
175105276;0308785243;25.05.2019;
175237170;0474454421;28.04.2019;
175388562;0665052445;13.03.2019;
175474873;0695408797;23.07.2019;
175575147;0365299826;20.03.2019;
175629702;0068103773;26.03.2019;
175630387;0638672898;12.07.2019;
176201784;0306147370;29.04.2019;
176202689;0815341186;21.04.2019;
176337696;0255926486;30.04.2019;
176361461;0194632342;03.06.2019;27%
176371445;0913959266;05.07.2019;
176390757;0291800127;22.03.2019;50%
176952449;0044626848;22.06.2019;45%
176999387;0440939664;08.06.2019;
177129572;0013587603;01.07.2019;
177401324;0137115778;19.08.2019;
177991514;0900264038;30.03.2019;
178153024;0266680596;08.06.2019;
178185536;0035978049;22.04.2019;
178336233;0954961647;11.05.2019;
178479585;0982137272;25.03.2019;
178519901;0593861402;16.05.2019;
178534776;0445024859;15.04.2019;
179148558;0364610426;08.07.2019;
179161234;0620074226;01.08.2019;
179262699;0326813191;25.06.2019;8%
179439026;0357624341;31.07.2019;
179488968;0030846093;07.08.2019;
179611009;0892376827;03.05.2019;
179792560;0809924691;14.05.2019;
180181460;0610611149;29.07.2019;
180417327;0248366235;22.08.2019;
180835488;0467344831;01.07.2019;
180866017;0412024734;17.06.2019;25%
181146227;0729939108;06.05.2019;47%
181157686;0797452872;29.05.2019;
181276743;0585735898;21.08.2019;
181562766;0451724586;11.07.2019;25%
181584293;0793721811;12.07.2019;
181771631;0103168409;17.07.2019;
181976168;0821604894;11.03.2019;
182196671;0839622974;23.06.2019;
182278645;0707232565;14.04.2019;
182399458;0762473021;20.06.2019;
182701122;0574649679;28.07.2019;
182773998;0128424847;28.07.2019;
182828249;0778634908;02.08.2019;
183014157;0819699138;24.07.2019;
183392518;0925449412;24.03.2019;
183395171;0008561511;25.08.2019;
183477851;0630371177;19.06.2019;
183552496;0325236300;13.03.2019;
183648562;0457008645;28.08.2019;
183738446;0083415320;01.04.2019;
183928333;0280706585;04.07.2019;
184115758;0126011187;18.06.2019;
184278555;0911027084;30.07.2019;
184541022;0301472713;04.03.2019;
184656257;0567822966;23.08.2019;
184889390;0332346094;31.03.2019;
184990336;0523836748;07.03.2019;
185090652;0970907211;13.03.2019;
185279853;0876822452;31.03.2019;
185284544;0910039246;03.08.2019;25%
185438515;0387849424;24.06.2019;
185446508;0708092532;25.04.2019;
185604031;0548262116;07.05.2019;
185651808;0342496811;19.04.2019;
185736455;0802648015;02.06.2019;
185789802;0658803978;14.06.2019;
185833963;0105671795;18.07.2019;49%
185865961;0846489847;20.04.2019;33%
186041705;0303197813;26.06.2019;
186062788;0148441303;15.08.2019;
186115194;0946280483;08.04.2019;
186147559;0292946688;17.03.2019;46%
186197802;0714678441;26.07.2019;
186264892;0950300617;30.05.2019;11%
186523389;0234568937;14.07.2019;10%
186540848;0500943629;23.05.2019;
186971429;0286043607;21.06.2019;
187095234;0289511512;02.06.2019;
187492873;0006607963;27.05.2019;
187532283;0341429317;11.03.2019;
187645930;0600780496;27.04.2019;
187694639;0722915021;12.05.2019;
188200700;0883580618;11.03.2019;
188528005;0631203275;07.05.2019;
188751978;0093032734;13.08.2019;
189387136;0233637486;25.03.2019;
189454508;0182784944;03.07.2019;42%
190121427;0270279600;03.06.2019;
190330221;0301901829;04.07.2019;
190575517;0726767366;21.04.2019;
190605775;0240557918;09.07.2019;9%
190611137;0764891181;05.04.2019;
190612909;0702608184;06.05.2019;
190718014;0676656909;13.04.2019;45%
191053914;0425935891;18.07.2019;
191193577;0423838864;23.08.2019;31%
191338534;0414839727;21.07.2019;42%
192124207;0470540821;03.08.2019;
192288653;0230573267;14.07.2019;
192332223;0680001098;14.04.2019;
192526942;0344834528;20.03.2019;47%
193031316;0274640905;05.05.2019;
193217315;0982944973;30.08.2019;
193336150;0026009889;15.05.2019;
193422627;0949230057;07.04.2019;
193727514;0009450876;10.07.2019;
193874616;0296115674;28.05.2019;
194641417;0329580296;22.03.2019;44%
194756905;0761875931;10.06.2019;
194853518;0888870958;16.03.2019;
194855337;0986711167;14.03.2019;
195239047;0258865608;12.07.2019;
195315032;0417330795;09.05.2019;
195346608;0483308219;05.04.2019;
195504782;0723507544;23.06.2019;5%
195563143;0973601944;01.06.2019;8%
195716988;0977052438;31.03.2019;
195955007;0499365747;19.08.2019;
196074860;0688841938;05.05.2019;
196363237;0239324874;07.03.2019;
196384152;0568954594;21.04.2019;
196739608;0901572325;02.04.2019;
196987289;0455738581;16.03.2019;34%
197419269;0640863823;01.05.2019;
198057476;0165811792;02.08.2019;
198151697;0965797645;16.03.2019;46%
198266080;0174464988;21.07.2019;
198617709;0650734094;13.08.2019;50%
198761296;0552541215;06.03.2019;
198920321;0683132398;28.08.2019;
198979696;0010141085;28.03.2019;
199320615;0303432829;25.07.2019;
199383304;0336032314;01.07.2019;
199424448;0154268649;19.04.2019;
199731138;0054782025;14.04.2019;
199803157;0075925530;12.08.2019;
200084610;0407991360;05.08.2019;
200125758;0444599610;05.03.2019;48%
200240608;0916017081;28.07.2019;
200256721;0821333551;28.05.2019;
200272645;0046288867;15.03.2019;11%
200594969;0533250817;27.06.2019;24%
200953787;0074995116;15.05.2019;
201430038;0111046997;24.06.2019;
202562061;0940155265;15.04.2019;
202690957;0022652836;19.06.2019;
202942065;0449782453;24.08.2019;
203040639;0621071819;26.04.2019;
203302008;0579763614;15.07.2019;33%
203471876;0350558336;30.06.2019;25%
203741273;0567780184;01.08.2019;
203860194;0503540114;30.08.2019;5%
204097859;0149275117;11.04.2019;50%
204265606;0792396927;11.06.2019;
204480751;0826076989;28.06.2019;
204635363;0611599773;03.06.2019;
205385862;0951203124;22.06.2019;
205394442;0651455810;06.07.2019;
206030483;0473058651;16.07.2019;
206339044;0171955053;15.06.2019;
206361176;0839269761;15.08.2019;
206673066;0150760937;08.04.2019;45%
207280929;0343522889;25.07.2019;
207400770;0879252924;04.03.2019;
207716954;0408256421;18.07.2019;
208413539;0630301835;26.07.2019;5%
208565520;0289941930;30.07.2019;
208648743;0490285221;18.06.2019;35%
208965345;0025109125;11.05.2019;
209010867;0068886928;25.07.2019;
209146738;0338051839;10.08.2019;
209284901;0009925753;08.04.2019;
209430374;0384028642;08.04.2019;
209546121;0467861902;11.03.2019;
209787769;0872018998;21.08.2019;
209969013;0434110855;27.03.2019;21%
210287023;0804950885;29.06.2019;11%
210351207;0777317287;30.06.2019;
210858713;0273529940;17.04.2019;26%
210921119;0051746083;28.08.2019;
211039449;0406602691;10.05.2019;
211094562;0919483472;26.06.2019;
211284249;0389737663;18.06.2019;
211365044;0704615795;07.07.2019;
211383941;0178760301;29.03.2019;
211603093;0855068419;15.07.2019;
211856352;0660034408;10.08.2019;
212576776;0600616547;09.04.2019;
212665927;0302441207;21.04.2019;
212824317;0906058644;22.03.2019;25%
213004273;0784638083;29.04.2019;
213189946;0646057245;14.05.2019;
213505528;0593593147;29.06.2019;
213527834;0191440626;19.07.2019;
213999997;0478416798;28.04.2019;
214300244;0179810474;15.07.2019;
214483783;0690080698;17.07.2019;
214514641;0756847953;17.07.2019;
214790634;0589450795;25.07.2019;
214850687;0991453648;06.08.2019;
214911612;0608671359;30.03.2019;
215020406;0608687283;21.07.2019;29%
215052088;0161774284;08.03.2019;
215288080;0076089711;12.07.2019;
215290495;0166673662;26.07.2019;
215323090;0939143889;08.03.2019;
215362086;0378066877;25.06.2019;6%
215367732;0761123617;11.08.2019;
215596163;0090121379;16.03.2019;
216660590;0840701207;13.04.2019;
216899267;0407717970;03.05.2019;
216985188;0292418563;01.04.2019;
217386630;0832731797;27.03.2019;
217474874;0292069811;21.05.2019;
217552449;0610790622;30.05.2019;
217580158;0671365078;17.03.2019;
217649511;0696739211;14.04.2019;
217821561;0903767335;13.08.2019;
217958630;0098600199;26.08.2019;
218059265;0406274185;25.08.2019;
218309915;0737114598;08.03.2019;
219015935;0737779542;12.03.2019;
219189580;0039160866;13.07.2019;
219201474;0410279958;29.06.2019;
219720145;0303460558;05.06.2019;33%
219750468;0261422638;26.03.2019;
219781930;0828230335;25.08.2019;
219793781;0447083089;06.05.2019;21%
219936903;0917707270;14.05.2019;
219955058;0740124436;04.04.2019;
220279443;0278466608;26.06.2019;
220525485;0959547899;27.04.2019;
220692728;0478221972;20.06.2019;
220812565;0330858344;14.03.2019;
221007733;0522097949;03.08.2019;
221203458;0358218022;19.04.2019;
221332923;0423127614;22.03.2019;
221458327;0517268505;15.06.2019;
221520882;0926910541;23.03.2019;
221553470;0525566612;26.04.2019;
221618103;0283108879;09.05.2019;
221925737;0808721621;14.05.2019;
221966042;0959915449;19.04.2019;
221984661;0163643306;28.05.2019;
222485253;0301949825;09.07.2019;
222700179;0176937529;20.06.2019;
223063131;0649065933;12.04.2019;
223099367;0254165181;04.04.2019;9%
223158883;0840299756;23.07.2019;
223159109;0749233987;06.07.2019;
223216353;0312150222;09.06.2019;
223288305;0527563513;21.07.2019;13%
223435301;0081575338;15.06.2019;50%
223546571;0826875604;21.05.2019;
223765932;0446262170;12.03.2019;
224342123;0259553505;27.08.2019;
224374935;0356529049;03.05.2019;
224480672;0413811797;13.06.2019;
224565224;0888196480;05.05.2019;
224625135;0489893173;17.08.2019;
224702418;0153614737;12.08.2019;
224751937;0215056004;15.05.2019;20%
224949159;0692827355;23.03.2019;10%
224982763;0558004984;15.06.2019;
225129175;0092997616;10.05.2019;
225620073;0065080233;13.04.2019;
225810982;0973040505;12.05.2019;
225899739;0960368250;22.05.2019;33%
226385673;0888028853;30.07.2019;
226431524;0010428201;18.08.2019;
227012727;0441591076;13.05.2019;
227041072;0509498221;23.06.2019;
227056653;0498501809;08.05.2019;
227090994;0094474497;24.04.2019;34%
227133843;0087256698;04.08.2019;22%
227459960;0824826740;17.07.2019;
228278535;0432560233;17.07.2019;
228333040;0214009125;07.06.2019;
228398251;0191633143;21.05.2019;
228561406;0779219896;09.07.2019;
228730064;0889963821;28.04.2019;
228745534;0993497766;02.05.2019;
228832907;0252887196;26.07.2019;39%
228833889;0581936888;10.03.2019;
229054408;0713031734;17.08.2019;
229250057;0050610499;08.06.2019;
229616729;0031330260;28.06.2019;
229619695;0413850013;16.05.2019;
229913805;0527468738;11.03.2019;
230144127;0432811428;01.08.2019;
230437301;0583291143;19.05.2019;
230443066;0516689906;11.04.2019;41%
230543286;0369512932;30.05.2019;
230693733;0068221475;24.06.2019;45%
230725737;0689849568;30.04.2019;
230749319;0399358744;02.07.2019;
230788761;0486827284;10.03.2019;
230912155;0938025915;10.08.2019;
231074328;0328305791;10.04.2019;16%
231110987;0094967278;15.06.2019;
231282278;0452176097;19.03.2019;34%
231390332;0928437627;21.06.2019;
231672814;0289286603;02.07.2019;20%
231702909;0330509709;09.04.2019;
231758641;0512182082;14.05.2019;30%
232167663;0720741751;14.08.2019;23%
232602322;0406894938;05.05.2019;
232861646;0839455768;04.04.2019;
232896515;0324108434;16.03.2019;41%
233069093;0102345561;14.05.2019;
233182819;0169885844;25.05.2019;27%
233348309;0394430909;22.07.2019;
233407406;0481283046;11.08.2019;
233824840;0010012536;29.03.2019;
234018519;0581259914;17.08.2019;
234051253;0172977132;30.03.2019;
234153745;0278665709;27.06.2019;
234363832;0057040056;29.05.2019;
234568110;0663425371;26.06.2019;
234640583;0005461584;07.06.2019;5%
234906655;0424698845;07.05.2019;
234929891;0298417174;12.07.2019;
234942104;0051851275;27.04.2019;
235122189;0396162497;14.06.2019;
235298647;0383370388;16.07.2019;
235391155;0224221754;03.03.2019;
235412629;0379914969;27.07.2019;
235451372;0205563757;11.07.2019;
235555576;0662663659;03.06.2019;
235654679;0020076814;19.07.2019;
235805865;0776182212;11.03.2019;
235840123;0475141133;10.07.2019;18%
236048555;0664758613;15.07.2019;6%
236215122;0563031756;05.03.2019;17%
236569890;0147945391;27.03.2019;45%
236587094;0764009026;12.03.2019;
237066156;0661840715;14.06.2019;
237212547;0232699598;06.06.2019;
237526354;0708837682;11.04.2019;
237607784;0027286118;17.06.2019;
237706062;0128192055;15.08.2019;
237745845;0892514161;17.07.2019;
237748346;0438622704;28.05.2019;
237795727;0213076114;28.04.2019;
238015031;0253560961;14.07.2019;23%
238131247;0797956356;30.07.2019;
238175396;0749359030;01.05.2019;
238294646;0222068144;08.08.2019;
238517980;0426983678;26.06.2019;
238589731;0242083811;19.07.2019;22%
238629864;0372684496;05.05.2019;
238767377;0115872899;20.07.2019;
238960679;0589080342;06.07.2019;
239177076;0283029739;08.04.2019;
239539376;0422351438;28.08.2019;37%
239606336;0248928285;24.06.2019;
239726934;0991908724;30.08.2019;
239777344;0322710040;11.06.2019;
240248135;0248204319;24.04.2019;
240369157;0387235987;10.05.2019;
240374961;0142583850;27.07.2019;
241081054;0615494513;30.05.2019;
241412978;0496094979;26.04.2019;
241436636;0699841403;31.05.2019;39%
241474237;0767488948;18.08.2019;
241530340;0769324298;19.08.2019;
241552433;0358433144;27.08.2019;6%
242078715;0374400243;23.08.2019;
242218329;0159118738;11.07.2019;
242666225;0843487933;02.04.2019;27%
242687925;0976086070;07.06.2019;
242853992;0101669606;14.07.2019;
243357650;0760869996;22.03.2019;
243879749;0724714252;30.06.2019;31%
244064908;0981205302;16.03.2019;
244739629;0582489947;25.07.2019;
244885962;0907872037;26.04.2019;40%
244925426;0893864442;04.04.2019;24%
245336234;0684212137;27.03.2019;
245401877;0214152623;30.03.2019;
245701471;0524163573;24.07.2019;47%
246096645;0493434150;19.05.2019;
246288023;0389258310;07.04.2019;
246356719;0694522755;18.04.2019;
246414427;0696839821;20.06.2019;21%
246617912;0205175733;21.07.2019;
246719073;0157377573;29.07.2019;
246925470;0744977663;03.04.2019;
246993607;0655021411;26.05.2019;
247155300;0533647881;08.05.2019;
247445315;0131738297;26.05.2019;
247500410;0439506731;26.07.2019;
247723472;0886666672;01.07.2019;
247729422;0868680513;31.03.2019;
247908736;0321301826;11.06.2019;
247942660;0903277113;16.06.2019;
248180637;0034809502;02.08.2019;
248367167;0988390336;02.04.2019;
248451677;0845984633;27.07.2019;
248576554;0352412651;13.03.2019;
248582052;0236212097;07.04.2019;28%
248692034;0006993340;06.06.2019;28%
248784381;0776705729;19.07.2019;
248976329;0994320120;17.04.2019;36%
248977983;0394179405;26.05.2019;
249082476;0491175929;07.06.2019;
249087377;0404124812;19.05.2019;
249284855;0340478411;29.03.2019;
249791423;0015984146;20.03.2019;23%
249867214;0036980770;02.06.2019;
250102574;0368239232;14.08.2019;
250113220;0917543100;15.06.2019;
250135864;0943129968;13.04.2019;
250187418;0979190207;16.07.2019;
250459077;0613320910;14.08.2019;
250468343;0364937551;28.07.2019;
250543068;0715381381;29.04.2019;
250806537;0824980307;11.06.2019;
250983304;0936599952;27.05.2019;
251232546;0486275087;27.07.2019;
251441091;0498377414;12.05.2019;
252106306;0208812876;27.03.2019;
252579074;0206055633;27.08.2019;21%
252588710;0664993942;08.06.2019;
252654567;0578450269;18.03.2019;
252703641;0040750625;31.05.2019;
252933356;0261411672;16.06.2019;
253197772;0960024596;31.07.2019;27%
253425493;0625103084;14.06.2019;
253494694;0799613901;01.05.2019;8%
253511820;0258530682;12.04.2019;
253670922;0336375498;13.08.2019;
253915869;0132030776;09.06.2019;
254002416;0808874244;13.05.2019;25%
254071359;0606683154;18.07.2019;
254684979;0833796808;08.05.2019;15%
254714685;0921562844;10.03.2019;17%
255654196;0671047989;25.04.2019;
255712326;0975821450;30.06.2019;
255914407;0993812265;24.04.2019;
256299932;0592855715;04.08.2019;
256312706;0439752910;24.08.2019;
256353242;0680222880;25.08.2019;
256842801;0808379091;10.07.2019;
256867395;0339044261;12.07.2019;
257076520;0270599925;18.06.2019;
257148770;0774904970;24.06.2019;
257252872;0183103434;19.03.2019;
257403530;0696165358;07.06.2019;
257486653;0208886654;24.08.2019;
257502702;0906525474;24.05.2019;
258087817;0673992165;06.06.2019;
258423730;0498092048;22.03.2019;35%
258646425;0395981511;06.05.2019;
258761950;0381001653;27.03.2019;
259081237;0872302993;28.08.2019;50%
259096153;0163536861;17.04.2019;
259423281;0114327366;13.06.2019;
259568884;0830260483;08.07.2019;
259590366;0527261298;09.06.2019;
259600507;0530263591;10.03.2019;
259821198;0884005478;27.04.2019;
260216990;0266596892;30.07.2019;
260257177;0269143743;09.07.2019;
260322002;0968114326;15.04.2019;50%
260382319;0562330095;29.04.2019;20%
260684562;0141528484;30.05.2019;35%
260747566;0732434273;27.07.2019;39%
260779401;0983253771;02.08.2019;
260799608;0072150001;04.04.2019;
261093958;0802141104;07.06.2019;
261271392;0102163865;17.04.2019;
261467046;0162866798;05.04.2019;
261542556;0045870933;06.08.2019;
261556706;0944606275;25.06.2019;
261585079;0061999939;24.05.2019;
261610780;0653711270;17.03.2019;
261933552;0631793270;22.03.2019;
262326622;0865218758;19.05.2019;
262338285;0731374693;02.04.2019;
262372850;0376926392;02.05.2019;
262511627;0740220990;10.04.2019;
263016001;0208866499;16.03.2019;
263554210;0008370621;23.04.2019;
263645878;0885009706;06.07.2019;
263721013;0352855279;28.07.2019;
263762084;0572004051;08.04.2019;25%
263767491;0428348290;09.06.2019;19%
264010014;0470311152;25.05.2019;
264131683;0842493801;22.05.2019;
264958981;0681645330;18.07.2019;
265162755;0592101422;01.06.2019;
265666610;0725553089;12.06.2019;
266015942;0203040560;27.07.2019;
266418280;0098804191;14.08.2019;5%
266432356;0620998346;20.08.2019;
266495144;0447139663;04.08.2019;
266814791;0253109493;22.03.2019;5%
267091958;0030260266;28.05.2019;12%
267248135;0995619841;18.06.2019;
267659786;0338903270;09.06.2019;34%
267697790;0290823966;06.05.2019;
267944125;0636504836;13.08.2019;
268218479;0421913082;07.07.2019;
268237154;0648404159;31.07.2019;
268365206;0224454083;01.05.2019;16%
268429544;0069196170;30.05.2019;
268532446;0856755205;25.04.2019;
268627848;0163392661;18.04.2019;
268810936;0004914538;20.04.2019;
268902045;0826916161;17.07.2019;34%
268991417;0796857529;27.05.2019;
269047999;0599581134;15.04.2019;
269879146;0753332021;01.08.2019;
269993503;0388312213;10.06.2019;
270197158;0246390795;14.03.2019;
270575125;0227754998;01.05.2019;
271050560;0730468015;17.04.2019;
271118510;0478802111;28.04.2019;
271204929;0424894566;12.08.2019;
271211299;0024017502;23.07.2019;
271470964;0353491760;14.04.2019;
271858508;0417133130;07.07.2019;41%
271999371;0916214490;16.08.2019;
272382015;0931214035;10.05.2019;
272521030;0702982583;05.08.2019;
272614855;0169765235;05.04.2019;
272663771;0290244324;11.07.2019;
272784707;0386670032;19.03.2019;
273624447;0307157163;20.04.2019;
273772152;0698683990;18.06.2019;
273843712;0975999869;02.05.2019;
274021832;0938757879;17.05.2019;
274194244;0506144505;18.08.2019;
274236091;0066272126;07.05.2019;42%
274241942;0298030154;22.06.2019;
274337085;0413282079;16.07.2019;
274337656;0532116251;24.06.2019;
274408138;0595661219;01.06.2019;
274511993;0574652458;16.03.2019;
274554838;0496750712;19.04.2019;
274696251;0208967188;20.03.2019;
274845455;0020220284;29.03.2019;
275131515;0794947486;23.05.2019;
275190744;0124989665;29.07.2019;
275249161;0185195107;02.06.2019;
275288382;0427719787;11.08.2019;44%
275551961;0941678210;15.04.2019;
275774908;0403805096;01.04.2019;
275786598;0978229292;23.05.2019;
276035704;0415194567;20.04.2019;
276378201;0001653617;03.05.2019;7%
276395029;0070594177;18.03.2019;
277083432;0610428408;03.03.2019;
277211808;0138895812;31.03.2019;
277262800;0478114138;24.04.2019;29%
277455199;0702155859;10.06.2019;48%
277474733;0103800567;08.04.2019;15%
277857526;0364575658;01.07.2019;
277975170;0612327787;11.03.2019;
278023374;0534996374;13.07.2019;
278296363;0015358474;14.03.2019;
278877750;0598599861;05.05.2019;
278977401;0980329040;19.03.2019;32%
278997522;0542102467;07.05.2019;
279089518;0642022242;04.06.2019;
279351649;0454927068;14.08.2019;
280086566;0449162395;18.04.2019;
280097119;0695753926;23.08.2019;
280122357;0301698138;30.03.2019;9%
280266520;0101360044;10.08.2019;
280304228;0672542120;10.06.2019;
280344578;0131208809;07.08.2019;
280424171;0180008920;20.05.2019;27%
280424927;0547242163;10.06.2019;
280438298;0653396572;17.03.2019;
280630091;0177748957;28.06.2019;
281173242;0514418295;16.07.2019;
281224720;0926988247;17.06.2019;
281770154;0951372456;13.05.2019;
282185078;0826719140;30.08.2019;
282215697;0830782902;29.08.2019;
282216882;0605388730;25.06.2019;
282221300;0742564898;07.05.2019;
282332988;0301699966;07.06.2019;31%
282544631;0886200512;31.03.2019;31%
282695254;0909409535;22.04.2019;
282778247;0929016749;05.03.2019;
282911221;0532033125;22.04.2019;
283315881;0551941722;22.05.2019;16%
283318585;0013894124;10.03.2019;45%
283499852;0722153935;22.08.2019;
283962579;0420075256;14.08.2019;
284044717;0092044545;08.03.2019;
284099613;0747437437;25.05.2019;
284417353;0968712742;08.05.2019;
284426768;0156110591;22.03.2019;
284516578;0427850768;06.04.2019;
284678627;0571082258;30.05.2019;
284764487;0626400597;08.06.2019;
284990830;0479316462;30.04.2019;
285010930;0763572728;27.04.2019;
285103197;0525445077;12.05.2019;
285214946;0617606780;15.03.2019;
285294457;0521659623;15.03.2019;
285600060;0497307495;12.03.2019;22%
285948280;0120758189;19.03.2019;
285958666;0496013110;11.07.2019;
286269785;0740803896;17.03.2019;
286658143;0351640022;21.08.2019;
286902567;0068662203;11.03.2019;
286959740;0842209483;19.05.2019;40%
287023410;0841190931;14.05.2019;
287090087;0556946792;07.04.2019;
287453078;0101047519;30.05.2019;
287769525;0447678127;26.07.2019;
287958604;0351815066;06.05.2019;12%
288253469;0983849057;07.08.2019;
288404354;0032935873;22.06.2019;
288529003;0018960123;01.06.2019;
288731422;0679468995;10.03.2019;
288848927;0647123707;07.03.2019;
289009826;0319367472;21.04.2019;
289416930;0279920721;10.07.2019;7%
289676168;0334560693;09.03.2019;
289698607;0464596227;11.05.2019;
289839827;0634742253;15.07.2019;
290094489;0823951849;13.08.2019;
290180487;0353183656;11.04.2019;
290574201;0383630916;28.05.2019;44%
290640169;0293601285;06.04.2019;
290834590;0285756258;06.04.2019;
291087442;0942192876;07.06.2019;
291279345;0318240937;03.03.2019;
291539731;0394576733;04.08.2019;
291577296;0495447548;16.06.2019;
291642415;0798120129;16.05.2019;24%
291686267;0876078254;06.05.2019;
291768480;0404469103;06.07.2019;
292232570;0452033911;30.08.2019;
292436748;0754603323;12.04.2019;
292904304;0487491488;01.08.2019;37%
293004521;0301009249;27.07.2019;24%
293332627;0893427306;06.05.2019;
293578074;0545297145;10.07.2019;29%
293820729;0987969725;06.07.2019;8%
294261649;0663319151;10.08.2019;8%
294439063;0435414688;08.03.2019;
294603377;0445118958;13.03.2019;8%
294887583;0262133584;01.04.2019;
295189725;0246710898;17.06.2019;
295190128;0275101623;27.04.2019;
295578784;0195120906;23.06.2019;
295629578;0792757801;23.07.2019;
295644743;0040310173;02.05.2019;
295779666;0941264076;28.04.2019;
295963221;0685494756;24.03.2019;37%
295986591;0813231192;13.03.2019;
296310045;0816297111;07.06.2019;30%
296383521;0852392466;04.06.2019;5%
296389442;0084855588;04.03.2019;
296429769;0573034942;10.03.2019;
296563677;0775527205;15.07.2019;
297087331;0676190024;10.05.2019;41%
297149539;0318775566;13.05.2019;39%
297577919;0440331242;23.07.2019;
297912451;0535945653;03.03.2019;40%
298029415;0119122608;10.06.2019;37%
298102275;0891753947;14.04.2019;30%
298143081;0289135728;30.03.2019;
298150341;0641280713;10.07.2019;
298196022;0652118836;23.08.2019;41%
298200165;0266079502;03.03.2019;
298790678;0226288623;08.08.2019;33%
298826191;0898086479;20.07.2019;
299019255;0467818573;03.08.2019;
299022406;0912294121;13.06.2019;
299038863;0901739553;21.07.2019;
299253841;0086772238;09.05.2019;
299372286;0115218590;02.05.2019;
299692619;0562213963;30.04.2019;41%
299719297;0527815449;10.06.2019;7%
300009991;0661893858;03.08.2019;16%
300013271;0691308870;27.06.2019;
300207863;0390277493;10.04.2019;
300347633;0634341551;05.04.2019;20%
300515528;0541344630;15.06.2019;
300706153;0154932334;10.06.2019;
300912857;0404534811;16.05.2019;
300988422;0564843393;30.07.2019;
301134693;0432172297;07.07.2019;
301141483;0714805208;16.07.2019;7%
301283130;0545835436;30.03.2019;
301324113;0283216392;18.06.2019;50%
301338134;0612483925;24.04.2019;
301354420;0194524997;28.05.2019;
301505696;0386749113;25.05.2019;
302697071;0029869518;22.08.2019;
302775949;0852317605;10.04.2019;
302936457;0198524978;30.04.2019;
302997265;0612116989;23.08.2019;
303051199;0845381307;25.08.2019;
303185228;0946831295;24.04.2019;
303471497;0079571265;18.05.2019;
303967972;0405195042;16.08.2019;
303967972;0405195042;16.08.2019;
304233908;0283228949;21.04.2019;44%
304610752;0950650985;26.06.2019;
304737296;0811152598;28.07.2019;
304770951;0664377746;23.08.2019;
304776448;0273694364;19.03.2019;11%
304933041;0991873972;15.05.2019;
305243687;0978244900;20.06.2019;
305328091;0446118395;09.08.2019;
